order_id,user_id,restaurant_id,partner_id,order_date,amount,payment_method,delivery_time_min,order_status
838,442,51,18,7/5/2023 21:00,564,Credit Card,54,Delivered
839,36,71,47,7/5/2023 22:00,1330,Credit Card,52,Cancelled
840,453,78,70,7/5/2023 23:00,1434,Credit Card,20,Delivered
841,333,29,57,7/6/2023 0:00,1250,UPI,53,Delivered
842,477,83,19,7/6/2023 1:00,918,UPI,38,Delivered
843,287,19,65,7/6/2023 2:00,1132,Cash,43,Delivered
844,303,66,3,7/6/2023 3:00,1304,UPI,23,Delivered
845,311,41,42,7/6/2023 4:00,728,Credit Card,55,Delivered
846,208,45,21,7/6/2023 5:00,889,Debit Card,32,Delivered
847,106,15,40,7/6/2023 6:00,312,Debit Card,51,Delivered
848,446,3,67,7/6/2023 7:00,1188,Credit Card,28,Delivered
849,158,11,25,7/6/2023 8:00,1405,Debit Card,58,Delivered
850,121,53,55,7/6/2023 9:00,344,UPI,35,Delivered
851,55,46,52,7/6/2023 10:00,691,Debit Card,22,Delivered
852,400,30,44,7/6/2023 11:00,508,UPI,39,Delivered
853,12,57,56,7/6/2023 12:00,999,UPI,29,Delivered
854,145,18,55,7/6/2023 13:00,576,UPI,41,Delivered
855,400,51,70,7/6/2023 14:00,646,Debit Card,22,Delivered
856,396,48,77,7/6/2023 15:00,977,UPI,30,Delivered
857,136,66,73,7/6/2023 16:00,635,UPI,44,Delivered
858,468,96,66,7/6/2023 17:00,479,UPI,27,Delivered
859,3,8,19,7/6/2023 18:00,1038,Cash,28,Delivered
860,144,22,7,7/6/2023 19:00,1140,Debit Card,34,Returned
861,30,6,63,7/6/2023 20:00,1320,Credit Card,51,Delivered
862,237,76,42,7/6/2023 21:00,408,Credit Card,22,Delivered
863,279,57,42,7/6/2023 22:00,441,UPI,23,Delivered
864,348,36,59,7/6/2023 23:00,292,UPI,49,Delivered
865,115,79,20,7/7/2023 0:00,896,Cash,32,Delivered
866,104,92,73,7/7/2023 1:00,776,UPI,40,Delivered
867,118,57,17,7/7/2023 2:00,239,UPI,38,Delivered
868,5,49,27,7/7/2023 3:00,869,UPI,58,Delivered
869,468,45,47,7/7/2023 4:00,1337,UPI,41,Delivered
870,360,82,2,7/7/2023 5:00,630,UPI,39,Delivered
871,248,66,63,7/7/2023 6:00,233,Credit Card,56,Delivered
872,364,77,62,7/7/2023 7:00,1250,UPI,50,Delivered
873,321,45,19,7/7/2023 8:00,822,Credit Card,29,Cancelled
874,121,79,17,7/7/2023 9:00,666,UPI,37,Delivered
875,286,20,69,7/7/2023 10:00,634,UPI,58,Delivered
876,149,64,39,7/7/2023 11:00,931,UPI,39,Delivered
877,84,93,71,7/7/2023 12:00,253,Debit Card,37,Returned
878,454,93,39,7/7/2023 13:00,488,UPI,30,Delivered
879,406,67,36,7/7/2023 14:00,836,Credit Card,41,Delivered
880,466,83,40,7/7/2023 15:00,1049,Debit Card,37,Delivered
881,456,3,45,7/7/2023 16:00,756,Credit Card,53,Delivered
882,231,54,4,7/7/2023 17:00,372,UPI,42,Delivered
883,288,78,25,7/7/2023 18:00,1182,UPI,20,Delivered
884,161,64,69,7/7/2023 19:00,1226,UPI,29,Delivered
885,272,40,30,7/7/2023 20:00,1250,Credit Card,20,Delivered
886,460,59,76,7/7/2023 21:00,652,UPI,57,Cancelled
887,38,55,68,7/7/2023 22:00,1489,Debit Card,58,Cancelled
888,500,62,29,7/7/2023 23:00,971,Debit Card,28,Delivered
889,226,4,73,7/8/2023 0:00,773,UPI,50,Delivered
890,142,60,68,7/8/2023 1:00,314,UPI,26,Delivered
891,292,75,51,7/8/2023 2:00,1452,Credit Card,36,Returned
892,481,95,24,7/8/2023 3:00,1200,UPI,54,Delivered
893,151,96,14,7/8/2023 4:00,1243,UPI,56,Delivered
894,114,91,69,7/8/2023 5:00,1391,Debit Card,37,Delivered
895,237,30,18,7/8/2023 6:00,1479,UPI,52,Delivered
896,66,2,42,7/8/2023 7:00,1297,Cash,23,Delivered
897,361,62,57,7/8/2023 8:00,168,Debit Card,42,Delivered
898,341,49,12,7/8/2023 9:00,1430,Debit Card,30,Delivered
899,258,9,17,7/8/2023 10:00,1469,UPI,28,Delivered
900,475,92,30,7/8/2023 11:00,1195,UPI,49,Delivered
901,249,31,75,7/8/2023 12:00,1138,Credit Card,27,Cancelled
902,457,98,23,7/8/2023 13:00,599,UPI,59,Delivered
903,449,61,1,7/8/2023 14:00,701,UPI,24,Delivered
904,331,79,79,7/8/2023 15:00,1221,UPI,31,Cancelled
905,323,48,32,7/8/2023 16:00,844,UPI,20,Delivered
906,180,25,9,7/8/2023 17:00,736,UPI,34,Delivered
907,190,36,15,7/8/2023 18:00,870,Debit Card,44,Delivered
908,407,8,28,7/8/2023 19:00,1356,UPI,37,Delivered
909,154,73,24,7/8/2023 20:00,256,UPI,57,Delivered
910,196,58,60,7/8/2023 21:00,1361,Credit Card,45,Delivered
911,466,45,35,7/8/2023 22:00,925,Cash,59,Delivered
912,311,62,27,7/8/2023 23:00,1259,UPI,22,Delivered
913,262,39,76,7/9/2023 0:00,1310,UPI,41,Delivered
914,419,96,20,7/9/2023 1:00,1047,Credit Card,45,Delivered
915,406,58,65,7/9/2023 2:00,485,Cash,38,Delivered
916,427,81,49,7/9/2023 3:00,756,Debit Card,58,Returned
917,143,99,1,7/9/2023 4:00,987,Credit Card,55,Delivered
918,342,83,10,7/9/2023 5:00,751,UPI,40,Delivered
919,316,64,47,7/9/2023 6:00,552,Credit Card,45,Delivered
920,101,44,59,7/9/2023 7:00,689,UPI,32,Delivered
921,244,29,62,7/9/2023 8:00,1245,Credit Card,55,Delivered
922,490,59,18,7/9/2023 9:00,173,Debit Card,43,Delivered
923,12,71,46,7/9/2023 10:00,773,Cash,45,Delivered
924,239,92,32,7/9/2023 11:00,1229,UPI,40,Delivered
925,49,9,27,7/9/2023 12:00,1135,UPI,37,Delivered
926,42,92,18,7/9/2023 13:00,372,Credit Card,34,Delivered
927,166,6,39,7/9/2023 14:00,328,Debit Card,34,Delivered
928,82,29,49,7/9/2023 15:00,949,Debit Card,25,Delivered
929,429,58,44,7/9/2023 16:00,583,UPI,50,Delivered
930,291,17,72,7/9/2023 17:00,942,UPI,47,Delivered
931,158,16,54,7/9/2023 18:00,1033,Credit Card,27,Delivered
932,216,87,34,7/9/2023 19:00,641,UPI,48,Delivered
933,490,95,71,7/9/2023 20:00,1362,Debit Card,40,Cancelled
934,158,3,36,7/9/2023 21:00,959,UPI,36,Delivered
935,462,21,18,7/9/2023 22:00,1110,Debit Card,43,Delivered
936,134,64,38,7/9/2023 23:00,569,Credit Card,55,Delivered
937,67,90,59,7/10/2023 0:00,1422,Debit Card,50,Cancelled
938,336,36,9,7/10/2023 1:00,798,UPI,53,Delivered
939,7,86,73,7/10/2023 2:00,1337,Debit Card,21,Delivered
940,436,62,72,7/10/2023 3:00,1428,UPI,22,Delivered
941,14,42,51,7/10/2023 4:00,625,Credit Card,49,Delivered
942,73,76,35,7/10/2023 5:00,319,UPI,27,Delivered
943,399,42,5,7/10/2023 6:00,1490,UPI,26,Delivered
944,405,61,14,7/10/2023 7:00,323,UPI,31,Delivered
945,163,13,30,7/10/2023 8:00,619,UPI,38,Cancelled
946,66,11,4,7/10/2023 9:00,494,Cash,45,Delivered
947,347,54,39,7/10/2023 10:00,594,UPI,47,Delivered
948,130,16,64,7/10/2023 11:00,1191,Debit Card,34,Cancelled
949,419,8,25,7/10/2023 12:00,1243,Cash,33,Delivered
950,466,59,28,7/10/2023 13:00,777,UPI,33,Delivered
951,206,57,76,7/10/2023 14:00,741,Credit Card,22,Delivered
952,276,40,66,7/10/2023 15:00,676,UPI,48,Delivered
953,466,59,78,7/10/2023 16:00,605,UPI,25,Delivered
954,256,2,22,7/10/2023 17:00,1442,UPI,42,Delivered
955,266,94,31,7/10/2023 18:00,960,Cash,47,Cancelled
956,25,94,23,7/10/2023 19:00,337,UPI,33,Delivered
957,450,76,48,7/10/2023 20:00,1170,Credit Card,33,Delivered
958,281,10,20,7/10/2023 21:00,860,Credit Card,39,Delivered
959,253,44,38,7/10/2023 22:00,678,Debit Card,32,Delivered
960,310,11,55,7/10/2023 23:00,583,UPI,46,Delivered
961,289,79,68,7/11/2023 0:00,437,Credit Card,54,Delivered
962,164,80,79,7/11/2023 1:00,648,Credit Card,21,Delivered
963,95,81,1,7/11/2023 2:00,452,Credit Card,59,Delivered
964,270,90,7,7/11/2023 3:00,236,Cash,43,Delivered
965,321,2,57,7/11/2023 4:00,979,Debit Card,48,Delivered
966,110,50,12,7/11/2023 5:00,587,UPI,22,Delivered
967,336,12,5,7/11/2023 6:00,690,UPI,23,Delivered
968,310,90,50,7/11/2023 7:00,1195,UPI,21,Delivered
969,238,23,42,7/11/2023 8:00,982,UPI,39,Delivered
970,381,18,12,7/11/2023 9:00,946,UPI,34,Cancelled
971,436,62,18,7/11/2023 10:00,709,UPI,51,Delivered
972,387,96,66,7/11/2023 11:00,911,UPI,20,Cancelled
973,483,62,74,7/11/2023 12:00,616,Cash,57,Delivered
974,425,38,79,7/11/2023 13:00,1274,UPI,54,Cancelled
975,390,67,17,7/11/2023 14:00,824,Cash,26,Delivered
976,25,38,68,7/11/2023 15:00,834,UPI,32,Delivered
977,141,67,71,7/11/2023 16:00,1314,Credit Card,20,Delivered
978,117,94,62,7/11/2023 17:00,287,Debit Card,33,Delivered
979,482,61,41,7/11/2023 18:00,727,UPI,48,Delivered
980,392,1,34,7/11/2023 19:00,859,UPI,22,Delivered
981,405,94,70,7/11/2023 20:00,377,UPI,43,Delivered
982,482,45,45,7/11/2023 21:00,430,UPI,20,Delivered
983,452,96,58,7/11/2023 22:00,833,Cash,29,Cancelled
984,25,28,51,7/11/2023 23:00,977,Debit Card,32,Delivered
985,79,21,34,7/12/2023 0:00,580,UPI,55,Delivered
986,68,13,44,7/12/2023 1:00,1213,UPI,28,Delivered
987,173,27,15,7/12/2023 2:00,1384,UPI,33,Delivered
988,444,100,78,7/12/2023 3:00,451,UPI,55,Delivered
989,12,7,70,7/12/2023 4:00,1259,Credit Card,29,Delivered
990,288,22,50,7/12/2023 5:00,1426,UPI,59,Delivered
991,128,74,32,7/12/2023 6:00,682,Credit Card,42,Cancelled
992,96,53,67,7/12/2023 7:00,918,UPI,54,Delivered
993,92,79,3,7/12/2023 8:00,593,UPI,26,Delivered
994,141,79,74,7/12/2023 9:00,1206,Credit Card,54,Delivered
995,31,4,51,7/12/2023 10:00,409,UPI,21,Delivered
996,334,96,67,7/12/2023 11:00,1407,Cash,34,Delivered
997,20,23,76,7/12/2023 12:00,1481,Debit Card,28,Delivered
998,146,70,48,7/12/2023 13:00,888,UPI,36,Delivered
999,477,88,17,7/12/2023 14:00,945,UPI,58,Delivered
1000,316,84,7,7/12/2023 15:00,219,Debit Card,37,Delivered
1001,447,84,13,7/12/2023 16:00,1132,Cash,34,Cancelled
1002,390,76,66,7/12/2023 17:00,630,Debit Card,37,Delivered
1003,160,33,4,7/12/2023 18:00,1317,UPI,43,Delivered
1004,349,28,10,7/12/2023 19:00,173,Cash,42,Delivered
1005,43,8,17,7/12/2023 20:00,1114,UPI,31,Delivered
1006,254,1,52,7/12/2023 21:00,895,Debit Card,42,Delivered
1007,130,37,6,7/12/2023 22:00,994,Cash,40,Delivered
1008,60,63,69,7/12/2023 23:00,1348,UPI,45,Delivered
1009,151,22,74,7/13/2023 0:00,474,Cash,27,Delivered
1010,467,70,9,7/13/2023 1:00,947,UPI,49,Delivered
1011,287,21,77,7/13/2023 2:00,167,Cash,53,Delivered
1012,499,96,21,7/13/2023 3:00,193,UPI,21,Delivered
1013,5,35,24,7/13/2023 4:00,304,Cash,24,Cancelled
1014,467,79,4,7/13/2023 5:00,1016,UPI,50,Delivered
1015,418,5,24,7/13/2023 6:00,1071,Debit Card,52,Delivered
1016,266,60,59,7/13/2023 7:00,892,Credit Card,23,Delivered
1017,345,46,3,7/13/2023 8:00,374,UPI,25,Delivered
1018,130,50,68,7/13/2023 9:00,366,UPI,42,Delivered
1019,382,48,40,7/13/2023 10:00,180,Debit Card,38,Delivered
1020,267,6,48,7/13/2023 11:00,1232,UPI,27,Delivered
1021,178,89,54,7/13/2023 12:00,1047,Credit Card,58,Delivered
1022,253,56,35,7/13/2023 13:00,1084,UPI,32,Delivered
1023,415,59,56,7/13/2023 14:00,594,Cash,20,Delivered
1024,56,29,40,7/13/2023 15:00,1408,UPI,25,Delivered
1025,463,71,77,7/13/2023 16:00,1280,UPI,26,Delivered
1026,457,77,68,7/13/2023 17:00,1364,UPI,46,Delivered
1027,471,18,46,7/13/2023 18:00,679,UPI,34,Delivered
1028,83,2,78,7/13/2023 19:00,887,UPI,53,Delivered
1029,393,8,13,7/13/2023 20:00,1023,UPI,42,Delivered
1030,99,75,27,7/13/2023 21:00,715,Debit Card,43,Delivered
1031,149,97,6,7/13/2023 22:00,1418,Debit Card,34,Delivered
1032,329,54,17,7/13/2023 23:00,225,Credit Card,54,Cancelled
1033,156,38,36,7/14/2023 0:00,696,UPI,23,Returned
1034,190,48,2,7/14/2023 1:00,416,Credit Card,56,Delivered
1035,494,27,77,7/14/2023 2:00,466,UPI,36,Cancelled
1036,371,20,52,7/14/2023 3:00,1294,Debit Card,50,Delivered
1037,263,12,66,7/14/2023 4:00,174,UPI,57,Delivered
1038,80,43,52,7/14/2023 5:00,309,UPI,29,Returned
1039,400,61,43,7/14/2023 6:00,745,UPI,46,Delivered
1040,252,31,22,7/14/2023 7:00,1287,Debit Card,25,Delivered
1041,97,91,55,7/14/2023 8:00,1049,UPI,25,Delivered
1042,260,96,67,7/14/2023 9:00,651,Credit Card,34,Delivered
1043,260,61,60,7/14/2023 10:00,1339,UPI,23,Delivered
1044,103,74,58,7/14/2023 11:00,1162,Debit Card,59,Delivered
1045,40,67,12,7/14/2023 12:00,852,Cash,26,Delivered
1046,273,91,69,7/14/2023 13:00,1348,UPI,45,Delivered
1047,101,35,39,7/14/2023 14:00,150,UPI,50,Delivered
1048,359,95,13,7/14/2023 15:00,890,Cash,21,Returned
1049,380,15,41,7/14/2023 16:00,1259,Credit Card,47,Delivered
1050,308,16,57,7/14/2023 17:00,469,UPI,32,Delivered
1051,221,13,53,7/14/2023 18:00,531,Credit Card,37,Delivered
1052,308,35,12,7/14/2023 19:00,1491,Credit Card,49,Delivered
1053,420,75,13,7/14/2023 20:00,1423,UPI,30,Delivered
1054,124,59,74,7/14/2023 21:00,1047,Debit Card,32,Delivered
1055,422,21,57,7/14/2023 22:00,866,UPI,43,Delivered
1056,231,54,40,7/14/2023 23:00,1429,UPI,48,Cancelled
1057,178,75,80,7/15/2023 0:00,456,Debit Card,24,Delivered
1058,63,30,45,7/15/2023 1:00,1317,UPI,54,Delivered
1059,485,48,35,7/15/2023 2:00,540,UPI,38,Delivered
1060,116,35,3,7/15/2023 3:00,1342,Credit Card,32,Delivered
1061,191,86,5,7/15/2023 4:00,1139,Debit Card,24,Delivered
1062,62,38,11,7/15/2023 5:00,447,Debit Card,33,Delivered
1063,256,31,71,7/15/2023 6:00,382,Cash,57,Delivered
1064,483,78,56,7/15/2023 7:00,420,Debit Card,41,Delivered
1065,7,24,10,7/15/2023 8:00,1233,UPI,28,Delivered
1066,155,49,34,7/15/2023 9:00,1469,UPI,59,Delivered
1067,92,96,67,7/15/2023 10:00,1408,Debit Card,45,Cancelled
1068,470,100,72,7/15/2023 11:00,826,UPI,24,Delivered
1069,14,32,31,7/15/2023 12:00,855,Credit Card,48,Delivered
1070,455,55,75,7/15/2023 13:00,383,Credit Card,41,Delivered
1071,229,79,71,7/15/2023 14:00,994,UPI,22,Delivered
1072,86,58,66,7/15/2023 15:00,1405,Cash,47,Delivered
1073,133,99,70,7/15/2023 16:00,640,Credit Card,57,Delivered
1074,183,3,41,7/15/2023 17:00,652,UPI,33,Delivered
1075,386,80,63,7/15/2023 18:00,1039,Cash,33,Delivered
1076,62,69,32,7/15/2023 19:00,741,UPI,30,Cancelled
1077,219,85,20,7/15/2023 20:00,895,UPI,28,Delivered
1078,405,10,57,7/15/2023 21:00,577,Credit Card,57,Delivered
1079,246,83,50,7/15/2023 22:00,846,Debit Card,25,Delivered
1080,230,25,80,7/15/2023 23:00,795,Debit Card,20,Cancelled
1081,79,68,25,7/16/2023 0:00,881,Debit Card,44,Delivered
1082,149,61,12,7/16/2023 1:00,949,Debit Card,35,Delivered
1083,138,29,71,7/16/2023 2:00,513,UPI,34,Delivered
1084,471,19,39,7/16/2023 3:00,351,Debit Card,53,Delivered
1085,314,43,17,7/16/2023 4:00,1031,Debit Card,36,Delivered
1086,376,66,45,7/16/2023 5:00,295,UPI,22,Delivered
1087,423,74,11,7/16/2023 6:00,985,UPI,22,Delivered
1088,389,61,70,7/16/2023 7:00,788,Cash,56,Delivered
1089,65,43,23,7/16/2023 8:00,284,Debit Card,36,Delivered
1090,13,25,70,7/16/2023 9:00,775,Debit Card,57,Delivered
1091,213,20,38,7/16/2023 10:00,1437,Debit Card,20,Delivered
1092,474,48,2,7/16/2023 11:00,213,Credit Card,26,Delivered
1093,242,83,79,7/16/2023 12:00,640,Credit Card,45,Delivered
1094,493,87,72,7/16/2023 13:00,190,Credit Card,58,Delivered
1095,213,24,37,7/16/2023 14:00,1469,UPI,38,Cancelled
1096,181,11,49,7/16/2023 15:00,1176,Debit Card,49,Delivered
1097,338,98,52,7/16/2023 16:00,1062,Credit Card,33,Cancelled
1098,485,55,33,7/16/2023 17:00,1124,Credit Card,32,Cancelled
1099,173,28,22,7/16/2023 18:00,1283,Credit Card,39,Delivered
1100,160,69,5,7/16/2023 19:00,1394,UPI,45,Cancelled
1101,164,63,18,7/16/2023 20:00,517,UPI,46,Delivered
1102,465,59,38,7/16/2023 21:00,1067,UPI,44,Delivered
1103,483,5,37,7/16/2023 22:00,1177,UPI,28,Delivered
1104,497,51,64,7/16/2023 23:00,393,UPI,31,Delivered
1105,188,21,10,7/17/2023 0:00,1051,Cash,29,Delivered
1106,395,12,79,7/17/2023 1:00,315,UPI,25,Delivered
1107,191,50,42,7/17/2023 2:00,1199,UPI,53,Delivered
1108,405,4,48,7/17/2023 3:00,1190,Credit Card,38,Delivered
1109,308,42,44,7/17/2023 4:00,877,Credit Card,25,Delivered
1110,256,84,16,7/17/2023 5:00,1265,UPI,21,Delivered
1111,183,38,54,7/17/2023 6:00,632,Debit Card,34,Delivered
1112,117,25,35,7/17/2023 7:00,692,Debit Card,36,Cancelled
1113,282,14,28,7/17/2023 8:00,1378,UPI,35,Delivered
1114,196,75,2,7/17/2023 9:00,1080,UPI,47,Delivered
1115,34,32,13,7/17/2023 10:00,549,Cash,40,Cancelled
1116,52,11,41,7/17/2023 11:00,1380,Debit Card,27,Delivered
1117,112,61,80,7/17/2023 12:00,768,Credit Card,29,Delivered
1118,252,18,59,7/17/2023 13:00,1319,UPI,29,Delivered
1119,82,27,69,7/17/2023 14:00,1028,UPI,29,Delivered
1120,232,55,53,7/17/2023 15:00,250,Credit Card,28,Returned
1121,227,54,45,7/17/2023 16:00,1029,UPI,47,Delivered
1122,233,82,20,7/17/2023 17:00,979,UPI,43,Delivered
1123,221,87,24,7/17/2023 18:00,1414,Credit Card,38,Delivered
1124,436,75,61,7/17/2023 19:00,908,UPI,52,Delivered
1125,413,21,58,7/17/2023 20:00,312,Debit Card,23,Delivered
1126,422,44,27,7/17/2023 21:00,1346,Debit Card,22,Cancelled
1127,42,5,26,7/17/2023 22:00,651,UPI,31,Cancelled
1128,21,87,7,7/17/2023 23:00,696,Debit Card,37,Delivered
1129,42,41,42,7/18/2023 0:00,1457,UPI,42,Delivered
1130,397,59,47,7/18/2023 1:00,530,Debit Card,39,Delivered
1131,113,89,53,7/18/2023 2:00,1019,UPI,25,Delivered
1132,105,54,59,7/18/2023 3:00,1054,UPI,53,Delivered
1133,192,74,38,7/18/2023 4:00,1336,Credit Card,21,Delivered
1134,17,22,69,7/18/2023 5:00,1151,UPI,49,Cancelled
1135,120,83,53,7/18/2023 6:00,758,Cash,28,Delivered
1136,393,65,15,7/18/2023 7:00,456,UPI,46,Delivered
1137,425,64,26,7/18/2023 8:00,204,UPI,53,Delivered
1138,129,71,48,7/18/2023 9:00,1132,Credit Card,59,Delivered
1139,130,4,19,7/18/2023 10:00,482,UPI,43,Delivered
1140,60,65,9,7/18/2023 11:00,276,UPI,36,Delivered
1141,48,15,64,7/18/2023 12:00,854,Credit Card,48,Delivered
1142,29,76,54,7/18/2023 13:00,392,Debit Card,55,Delivered
1143,97,22,51,7/18/2023 14:00,749,Debit Card,31,Delivered
1144,10,86,39,7/18/2023 15:00,652,Cash,50,Delivered
1145,242,47,4,7/18/2023 16:00,753,UPI,28,Delivered
1146,314,81,3,7/18/2023 17:00,452,Debit Card,38,Delivered
1147,444,93,64,7/18/2023 18:00,384,UPI,36,Delivered
1148,232,46,29,7/18/2023 19:00,1211,Credit Card,21,Cancelled
1149,277,14,11,7/18/2023 20:00,288,UPI,59,Delivered
1150,284,50,58,7/18/2023 21:00,344,Cash,24,Delivered
1151,203,20,75,7/18/2023 22:00,796,Debit Card,58,Cancelled
1152,247,50,27,7/18/2023 23:00,150,Cash,35,Delivered
1153,290,33,21,7/19/2023 0:00,710,Debit Card,36,Delivered
1154,264,59,39,7/19/2023 1:00,1269,Cash,46,Delivered
1155,443,43,46,7/19/2023 2:00,862,Debit Card,26,Delivered
1156,214,79,66,7/19/2023 3:00,562,UPI,27,Cancelled
1157,200,12,36,7/19/2023 4:00,687,UPI,27,Delivered
1158,433,40,75,7/19/2023 5:00,578,UPI,42,Delivered
1159,79,20,65,7/19/2023 6:00,384,UPI,51,Delivered
1160,401,94,63,7/19/2023 7:00,498,Credit Card,37,Delivered
1161,444,38,35,7/19/2023 8:00,545,Credit Card,57,Delivered
1162,343,3,31,7/19/2023 9:00,565,Credit Card,31,Delivered
1163,344,28,28,7/19/2023 10:00,1065,Cash,34,Delivered
1164,173,56,1,7/19/2023 11:00,1224,Cash,47,Delivered
1165,467,90,25,7/19/2023 12:00,230,UPI,57,Cancelled
1166,69,94,43,7/19/2023 13:00,185,UPI,50,Delivered
1167,416,13,67,7/19/2023 14:00,1240,UPI,28,Delivered
1168,428,77,63,7/19/2023 15:00,790,UPI,27,Delivered
1169,449,66,51,7/19/2023 16:00,1031,Debit Card,38,Cancelled
1170,87,37,2,7/19/2023 17:00,906,Credit Card,27,Delivered
1171,101,49,64,7/19/2023 18:00,772,Credit Card,53,Delivered
1172,8,66,74,7/19/2023 19:00,617,Debit Card,23,Delivered
1173,333,36,69,7/19/2023 20:00,1315,Debit Card,50,Delivered
1174,200,54,9,7/19/2023 21:00,505,UPI,57,Delivered
1175,87,26,2,7/19/2023 22:00,858,Debit Card,22,Delivered
1176,43,75,34,7/19/2023 23:00,1169,UPI,54,Delivered
1177,385,72,60,7/20/2023 0:00,1051,UPI,38,Delivered
1178,109,40,61,7/20/2023 1:00,822,UPI,48,Delivered
1179,435,43,31,7/20/2023 2:00,588,UPI,29,Cancelled
1180,408,22,10,7/20/2023 3:00,680,UPI,31,Cancelled
1181,483,20,76,7/20/2023 4:00,276,UPI,49,Delivered
1182,152,8,36,7/20/2023 5:00,354,Credit Card,49,Delivered
1183,17,29,49,7/20/2023 6:00,178,Debit Card,37,Delivered
1184,133,40,70,7/20/2023 7:00,594,UPI,43,Cancelled
1185,148,90,49,7/20/2023 8:00,1115,UPI,51,Delivered
1186,277,30,3,7/20/2023 9:00,613,Debit Card,28,Cancelled
1187,232,81,74,7/20/2023 10:00,1453,UPI,43,Delivered
1188,314,84,5,7/20/2023 11:00,300,Cash,45,Delivered
1189,415,55,61,7/20/2023 12:00,389,Credit Card,22,Delivered
1190,366,16,26,7/20/2023 13:00,415,UPI,42,Delivered
1191,228,46,72,7/20/2023 14:00,1278,UPI,30,Cancelled
1192,139,62,5,7/20/2023 15:00,1062,UPI,29,Delivered
1193,436,7,15,7/20/2023 16:00,646,UPI,55,Delivered
1194,399,80,16,7/20/2023 17:00,834,UPI,32,Delivered
1195,211,45,1,7/20/2023 18:00,307,Credit Card,48,Delivered
1196,391,59,16,7/20/2023 19:00,321,UPI,57,Delivered
1197,499,56,37,7/20/2023 20:00,643,Credit Card,32,Delivered
1198,28,48,3,7/20/2023 21:00,1119,Credit Card,45,Cancelled
1199,51,27,52,7/20/2023 22:00,1484,UPI,39,Delivered
1200,491,53,47,7/20/2023 23:00,825,UPI,24,Delivered
1201,442,87,13,7/21/2023 0:00,808,UPI,39,Delivered
1202,261,88,80,7/21/2023 1:00,1052,UPI,33,Delivered
1203,261,73,55,7/21/2023 2:00,815,Debit Card,33,Delivered
1204,350,35,21,7/21/2023 3:00,516,UPI,27,Delivered
1205,352,51,66,7/21/2023 4:00,699,Debit Card,32,Delivered
1206,8,84,54,7/21/2023 5:00,792,UPI,43,Delivered
1207,320,37,27,7/21/2023 6:00,404,UPI,34,Delivered
1208,138,81,38,7/21/2023 7:00,357,Credit Card,20,Delivered
1209,38,95,58,7/21/2023 8:00,599,Debit Card,41,Cancelled
1210,111,57,62,7/21/2023 9:00,244,UPI,53,Delivered
1211,480,8,46,7/21/2023 10:00,988,UPI,59,Delivered
1212,368,79,11,7/21/2023 11:00,627,Credit Card,22,Delivered
1213,220,95,72,7/21/2023 12:00,832,UPI,45,Delivered
1214,337,94,8,7/21/2023 13:00,911,UPI,33,Delivered
1215,223,20,71,7/21/2023 14:00,339,Credit Card,27,Delivered
1216,136,53,64,7/21/2023 15:00,860,UPI,35,Delivered
1217,256,12,21,7/21/2023 16:00,905,Credit Card,40,Delivered
1218,360,49,72,7/21/2023 17:00,985,Credit Card,29,Delivered
1219,409,17,63,7/21/2023 18:00,282,Debit Card,44,Delivered
1220,329,64,64,7/21/2023 19:00,204,Debit Card,57,Delivered
1221,450,42,20,7/21/2023 20:00,659,Credit Card,41,Delivered
1222,463,94,8,7/21/2023 21:00,819,Credit Card,23,Delivered
1223,434,29,58,7/21/2023 22:00,559,Debit Card,23,Delivered
1224,451,19,46,7/21/2023 23:00,1384,UPI,49,Delivered
1225,49,11,31,7/22/2023 0:00,1466,UPI,21,Delivered
1226,292,98,9,7/22/2023 1:00,1136,Debit Card,48,Delivered
1227,382,50,15,7/22/2023 2:00,883,Credit Card,55,Delivered
1228,324,71,26,7/22/2023 3:00,1288,UPI,40,Delivered
1229,78,58,10,7/22/2023 4:00,408,Debit Card,40,Cancelled
1230,105,34,29,7/22/2023 5:00,1295,UPI,40,Delivered
1231,169,20,80,7/22/2023 6:00,448,Debit Card,23,Cancelled
1232,217,50,36,7/22/2023 7:00,710,Debit Card,20,Delivered
1233,378,88,37,7/22/2023 8:00,446,Cash,45,Delivered
1234,119,10,71,7/22/2023 9:00,511,UPI,21,Cancelled
1235,190,32,23,7/22/2023 10:00,738,Credit Card,28,Delivered
1236,255,52,41,7/22/2023 11:00,276,UPI,37,Delivered
1237,370,15,80,7/22/2023 12:00,346,UPI,30,Delivered
1238,266,84,28,7/22/2023 13:00,370,UPI,44,Delivered
1239,149,3,48,7/22/2023 14:00,1144,Credit Card,45,Delivered
1240,164,37,38,7/22/2023 15:00,240,UPI,55,Cancelled
1241,140,40,31,7/22/2023 16:00,560,UPI,54,Cancelled
1242,347,72,14,7/22/2023 17:00,157,Credit Card,57,Delivered
1243,488,40,73,7/22/2023 18:00,693,Debit Card,22,Delivered
1244,258,56,77,7/22/2023 19:00,617,Debit Card,54,Delivered
1245,374,23,29,7/22/2023 20:00,469,Cash,59,Returned
1246,269,11,51,7/22/2023 21:00,418,UPI,41,Delivered
1247,181,64,49,7/22/2023 22:00,1364,Cash,27,Delivered
1248,160,8,43,7/22/2023 23:00,210,Debit Card,34,Delivered
1249,351,93,72,7/23/2023 0:00,1437,UPI,26,Delivered
